"","Date","Close","SWN.SUM","HL.SUM","JKR.SUM","STN.SUM","MPQA.SUM","SWN.AVG","HL.AVG","JKR.AVG","STN.AVG","MPQA.AVG","SWN.PCTG","HL.PCTG","JKR.PCTG","STN.PCTG","MPQA.PCTG"
"298",2018-03-28,90.06,-6.09166666666667,-2,-1.8,4.829,-2,-0.870238095238095,-0.285714285714286,-0.257142857142857,0.689857142857143,-0.285714285714286,-0.714285714285714,-0.428571428571429,-0.142857142857143,0.428571428571429,-0.428571428571429
"299",2018-03-29,90.15,0.21875,5,5.9,12.727,5,0.04375,1,1.18,2.5454,1,-0.2,0.6,0.6,1,0.2
"300",2018-03-30,90.15,0.333333333333333,-2,-1.65,0.376,-3,0.166666666666667,-1,-0.825,0.188,-1.5,0,-1,-1,0,-1
"301",2018-04-02,90.05,-0.0654761904761938,-9,-2.95,2.033,-10,-0.0130952380952388,-1.8,-0.59,0.4066,-2,0.6,-0.6,-0.6,0.2,-0.6
"302",2018-04-03,90.2,-6.94375000000001,3,5.65,13.012,2,-1.15729166666667,0.5,0.941666666666667,2.16866666666667,0.333333333333333,-1,-0.333333333333333,-0.333333333333333,0.666666666666667,0.333333333333333
"303",2018-04-04,90.14,-2.5953373015873,-6,-0.5,2.943,-6,-0.432556216931217,-1,-0.0833333333333334,0.4905,-1,-0.333333333333333,-0.666666666666667,-0.666666666666667,0.333333333333333,-0.666666666666667
"304",2018-04-05,90.46,3.38941666666666,0,2.75,18.73,2,0.677883333333333,0,0.55,3.746,0.4,0.6,-0.2,0.6,1,-0.2
"305",2018-04-06,90.11,-4.16145833333333,-1,-0.15,4.334,-6,-0.594494047619047,-0.142857142857143,-0.0214285714285714,0.619142857142857,-0.857142857142857,-0.428571428571429,-0.428571428571429,0.142857142857143,-0.142857142857143,-0.142857142857143
"306",2018-04-09,89.84,0.395833333333333,1,-0.35,6.253,-1,0.0791666666666666,0.2,-0.07,1.2506,-0.2,-0.2,-0.2,0.2,1,-0.2
"307",2018-04-10,89.59,-1.675,0,-0.65,5.059,-2,-0.41875,0,-0.1625,1.26475,-0.5,-0.5,-1,0,1,-0.5
"308",2018-04-11,89.57,-2.05,-1,-0.45,7.681,1,-0.41,-0.2,-0.09,1.5362,0.2,-0.6,-0.2,-0.6,1,-0.6
"309",2018-04-12,89.75,-0.0416666666666669,2,1.9,6.813,1,-0.0104166666666667,0.5,0.475,1.70325,0.25,0,-0.5,0.5,1,0
"310",2018-04-13,89.8,0.22827380952381,2,0.8,11.19,5,0.0570684523809525,0.5,0.2,2.7975,1.25,0,0,0,1,0
"311",2018-04-16,89.42,0.60625,-1,-4.1,6.298,-4,0.1515625,-0.25,-1.025,1.5745,-1,0.5,-0.5,-1,1,-0.5
"312",2018-04-17,89.52,2.42916666666667,7,2.15,11.367,2,0.404861111111112,1.16666666666667,0.358333333333333,1.8945,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0
"313",2018-04-18,89.62,1.26041666666667,3,1.4,20.912,-2,0.252083333333334,0.6,0.28,4.1824,-0.4,0.2,-0.2,0.2,1,-0.2
"314",2018-04-19,89.94,-0.258333333333333,2,2,4.596,6,-0.0645833333333332,0.5,0.5,1.149,1.5,0,0,0.5,1,1
"315",2018-04-20,90.32,0.733333333333333,0,-1.5,9.91,4,0.122222222222222,0,-0.25,1.65166666666667,0.666666666666667,0,-0.333333333333333,0,0.333333333333333,0
"316",2018-04-23,90.95,-2.36458333333334,-2,0.9,9.725,-1,-0.33779761904762,-0.285714285714286,0.128571428571429,1.38928571428571,-0.142857142857143,-0.428571428571429,-0.428571428571429,0.142857142857143,0.428571428571429,-0.142857142857143
"317",2018-04-24,90.77,0.4375,0,2.55,4.996,-2,0.0875,0,0.51,0.9992,-0.4,-0.2,-0.2,0.6,0.2,-0.6
"318",2018-04-25,91.17,-1.33815000000001,-5,-3.3,8.292,-7,-0.267630000000001,-1,-0.66,1.6584,-1.4,-0.2,0.2,-0.2,0.6,-0.2
"319",2018-04-26,91.56,2.59791666666667,2,5.2,10.627,4,0.288657407407407,0.222222222222222,0.577777777777778,1.18077777777778,0.444444444444444,0.555555555555556,-0.333333333333333,0.333333333333333,0.555555555555556,-0.111111111111111
"320",2018-04-27,91.54,2.88020833333333,10,6.6,16.947,11,0.720052083333332,2.5,1.65,4.23675,2.75,1,1,1,0.5,1
"321",2018-04-30,91.84,0.708333333333333,2,0.3,3.401,2,0.236111111111111,0.666666666666667,0.1,1.13366666666667,0.666666666666667,0.333333333333333,-0.333333333333333,-0.333333333333333,0.333333333333333,-0.333333333333333
"322",2018-05-01,92.45,-1.5335,0,3.2,12.415,1,-0.255583333333333,0,0.533333333333333,2.06916666666667,0.166666666666667,0,-0.333333333333333,0,1,0
"323",2018-05-02,92.51,-1.12083333333333,2,5.5,22.142,9,-0.140104166666667,0.25,0.6875,2.76775,1.125,0,0,0.5,0.75,0
"324",2018-05-03,92.41,-0.410166666666666,2,3.7,12.015,2,-0.102541666666667,0.5,0.925,3.00375,0.5,0,0,0.5,1,0
"325",2018-05-04,92.57,0.372321428571429,-6,-3.65,11.698,-5,0.0620535714285715,-1,-0.608333333333333,1.94966666666667,-0.833333333333333,0.333333333333333,-0.333333333333333,-0.333333333333333,0.666666666666667,-1
"326",2018-05-07,92.75,-0.000650000000006035,3,2.4,5.756,3,-0.000162500000001509,0.75,0.6,1.439,0.75,0,0.5,0.5,0.5,0
"327",2018-05-08,93.12,-5.84791666666666,0,5.35,11.662,-6,-0.835416666666666,0,0.764285714285714,1.666,-0.857142857142857,-0.714285714285714,-0.428571428571429,0.142857142857143,0.714285714285714,-0.142857142857143
"328",2018-05-09,93.04,1.09791666666667,5,3.1,6.692,8,0.219583333333333,1,0.62,1.3384,1.6,0.6,0.2,0.2,1,-0.2
"329",2018-05-10,92.65,1.89791666666667,3,-0.05,9.404,10,0.316319444444444,0.5,-0.00833333333333333,1.56733333333333,1.66666666666667,0.666666666666667,0.666666666666667,0,1,0.666666666666667
"330",2018-05-11,92.54,-4.75625,9,7.85,18.554,9,-0.679464285714286,1.28571428571429,1.12142857142857,2.65057142857143,1.28571428571429,-0.142857142857143,0.714285714285714,0.428571428571429,0.428571428571429,0.428571428571429
"331",2018-05-14,92.59,2.34166666666667,7,4.75,7.665,5,0.33452380952381,1,0.678571428571429,1.095,0.714285714285714,0.142857142857143,0.142857142857143,0.428571428571429,0.714285714285714,0.142857142857143
"332",2018-05-15,93.22,1.40625,2,7.35,22.884,9,0.200892857142857,0.285714285714286,1.05,3.26914285714286,1.28571428571429,0.428571428571429,0.142857142857143,0.142857142857143,1,0.428571428571429
"333",2018-05-16,93.39,-0.5625,1,3.05,7.94,9,-0.09375,0.166666666666667,0.508333333333333,1.32333333333333,1.5,0,-0.333333333333333,-0.333333333333333,1,0.333333333333333
"334",2018-05-17,93.47,1.31601666666667,1,2.95,10.832,2,0.219336111111111,0.166666666666667,0.491666666666667,1.80533333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.333333333333333
"335",2018-05-18,93.64,-2.19648333333333,5,2.6,7.721,1,-0.439296666666666,1,0.52,1.5442,0.2,-0.2,0.2,-0.2,0.6,-0.2
"336",2018-05-21,93.68,-3.53541666666667,5,2.45,5.832,0,-0.505059523809524,0.714285714285714,0.35,0.833142857142857,0,-0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,-0.142857142857143
"337",2018-05-22,93.61,-1.18005952380952,1,0.25,6.673,8,-0.29501488095238,0.25,0.0625,1.66825,2,0,-0.5,0.5,1,0.5
"338",2018-05-23,94,-1.31944444444445,8,5.7,12.945,8,-0.219907407407408,1.33333333333333,0.95,2.1575,1.33333333333333,-0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333
"339",2018-05-24,93.76,-0.908333333333337,1,-5.9,22.456,8,-0.15138888888889,0.166666666666667,-0.983333333333333,3.74266666666667,1.33333333333333,0,0,0,1,0.333333333333333
"340",2018-05-25,94.19,-2.91458333333333,2,7.9,12.345,5,-0.485763888888889,0.333333333333333,1.31666666666667,2.0575,0.833333333333333,-0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0
"341",2018-05-28,94.19,-0.519642857142857,0,1.35,7.155,5,-0.259821428571428,0,0.675,3.5775,2.5,0,-1,0,1,1
"342",2018-05-29,94.83,-0.320833333333333,1,0.65,4.983,-3,-0.0802083333333332,0.25,0.1625,1.24575,-0.75,0,-0.5,0,0,-0.5
"343",2018-05-30,94.15,-0.877976190476187,-3,-2.55,7.844,-1,-0.146329365079365,-0.5,-0.425,1.30733333333333,-0.166666666666667,-0.333333333333333,-0.333333333333333,0,0.666666666666667,0
"344",2018-05-31,93.98,-3.86041666666667,-3,-3.5,11.245,-3,-0.643402777777778,-0.5,-0.583333333333333,1.87416666666667,-0.5,-0.666666666666667,-0.666666666666667,-0.666666666666667,0.666666666666667,-0.666666666666667
"345",2018-06-01,93.98,2.91875,3,3.25,8,3,0.583750000000001,0.6,0.65,1.6,0.6,0.6,0.2,0.6,0.6,-0.2
"346",2018-06-04,94.02,-0.791666666666666,5,3.45,4.496,5,-0.197916666666667,1.25,0.8625,1.124,1.25,-0.5,0,0.5,0.5,0.5
"347",2018-06-05,93.9,2.69375,9,6.4,6.338,7,0.6734375,2.25,1.6,1.5845,1.75,0.5,0.5,0.5,0.5,0.5
"348",2018-06-06,93.66,-1.1875,3,2.3,4.432,0,-0.237500000000001,0.6,0.46,0.8864,0,-0.2,-0.2,0.2,0.2,-0.2
"349",2018-06-07,93.4,-0.914042857142857,8,6.2,9.971,10,-0.182808571428571,1.6,1.24,1.9942,2,-0.2,0.6,0.6,1,0.6
"350",2018-06-08,93.55,0.916666666666667,3,3.3,9.496,2,0.305555555555556,1,1.1,3.16533333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333
"351",2018-06-11,93.58,1.41041666666667,5,4.1,13.15,1,0.235069444444444,0.833333333333333,0.683333333333333,2.19166666666667,0.166666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,-0.666666666666667
"352",2018-06-12,93.8,-1.14583333333333,7,8.4,13.987,11,-0.190972222222222,1.16666666666667,1.4,2.33116666666667,1.83333333333333,-0.666666666666667,0.333333333333333,1,1,1
"353",2018-06-13,93.71,1.6609126984127,2,8.95,26.792,20,0.184545855379189,0.222222222222222,0.994444444444444,2.97688888888889,2.22222222222222,0.333333333333333,-0.555555555555556,0.777777777777778,0.555555555555556,0.555555555555556
"354",2018-06-14,94.77,0.71770833333333,1,1.45,11.849,3,0.143541666666666,0.2,0.29,2.3698,0.6,0.6,-0.6,0.2,1,0.2
"355",2018-06-15,94.79,0.683333333333337,1,2.4,5.164,2,0.227777777777779,0.333333333333333,0.8,1.72133333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"356",2018-06-18,94.8,-1.21875,2,3.9,3.698,4,-0.406249999999999,0.666666666666667,1.3,1.23266666666667,1.33333333333333,-0.333333333333333,-0.333333333333333,1,0.333333333333333,0.333333333333333
"357",2018-06-19,95.08,-2.625,-7,-3.2,12.104,-1,-0.4375,-1.16666666666667,-0.533333333333333,2.01733333333333,-0.166666666666667,-0.666666666666667,-0.666666666666667,-0.666666666666667,1,0
"358",2018-06-20,95.06,-4.50625,3,0.05,2.317,3,-0.901250000000001,0.6,0.01,0.4634,0.6,-0.6,-0.2,-0.2,-0.2,0.2
"359",2018-06-21,94.74,-4.59166666666666,-2,0.9,8.627,0,-0.918333333333332,-0.4,0.18,1.7254,0,-0.2,-0.2,0.6,1,-0.2
"360",2018-06-22,94.52,-3.76731666666667,-3,2.2,13.942,-2,-0.627886111111111,-0.5,0.366666666666667,2.32366666666667,-0.333333333333333,-0.333333333333333,-0.666666666666667,0.333333333333333,1,0
"361",2018-06-25,94.28,0.220833333333334,-1,1.75,1.673,-1,0.0441666666666668,-0.2,0.35,0.3346,-0.2,0.2,-0.6,0.2,-0.2,-0.2
"362",2018-06-26,94.66,-0.957837301587302,1,2.55,13.068,0,-0.15963955026455,0.166666666666667,0.425,2.178,0,-0.333333333333333,-0.333333333333333,0.333333333333333,0.666666666666667,0
"363",2018-06-27,95.27,-1.77083333333334,-1,-1.1,4.666,-2,-0.442708333333334,-0.25,-0.275,1.1665,-0.5,-0.5,0,-0.5,0.5,-0.5
"364",2018-06-28,95.39,1.54791666666666,-1,1.35,10.848,-4,0.221130952380952,-0.142857142857143,0.192857142857143,1.54971428571429,-0.571428571428571,0.142857142857143,-0.428571428571429,-0.142857142857143,0.714285714285714,-0.714285714285714
"365",2018-06-29,94.64,0.15625,0,3.15,13.515,1,0.0223214285714286,0,0.45,1.93071428571429,0.142857142857143,-0.142857142857143,-0.714285714285714,0.142857142857143,0.714285714285714,0.142857142857143
"366",2018-07-02,95.03,3.78125,2,4.65,11.218,4,0.75625,0.4,0.93,2.2436,0.8,1,0.2,0.6,1,0.2
"367",2018-07-03,94.67,3.1764880952381,2,5.55,14.344,5,0.529414682539683,0.333333333333333,0.925,2.39066666666667,0.833333333333333,1,-0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333
"368",2018-07-04,94.67,0.3,0,1,2.797,1,0.3,0,1,2.797,1,1,-1,1,1,1
"369",2018-07-05,94.47,1.05208333333333,4,0.95,7.05,8,0.210416666666667,0.8,0.19,1.41,1.6,0.6,-0.2,0.2,0.6,0.2
"370",2018-07-06,94.04,2.90535714285714,8,5.6,7.705,1,0.726339285714285,2,1.4,1.92625,0.25,1,0.5,0.5,0.5,-0.5
"371",2018-07-09,94.08,5.16666666666667,3,2.6,5.14,5,1.03333333333333,0.6,0.52,1.028,1,1,0.6,0.6,0.2,-0.2
"372",2018-07-10,94.15,-0.302083333333333,1,1.75,14.306,2,-0.0604166666666667,0.2,0.35,2.8612,0.4,0.2,0.2,0.2,1,0.2
"373",2018-07-11,94.72,2.16041666666666,-3,-0.7,13.176,-3,0.360069444444444,-0.5,-0.116666666666667,2.196,-0.5,0.333333333333333,0,0.333333333333333,0.666666666666667,-0.333333333333333
"374",2018-07-12,94.81,-0.651542857142853,1,-0.15,7.02,-4,-0.108590476190476,0.166666666666667,-0.025,1.17,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,-1
"375",2018-07-13,94.75,1.58333333333333,3,1.9,14.549,8,0.395833333333332,0.75,0.475,3.63725,2,0,0,0.5,1,0.5
"376",2018-07-16,94.51,-0.84305555555556,-2,0.2,8.826,0,-0.21076388888889,-0.5,0.05,2.2065,0,0,-0.5,0,1,-0.5
"377",2018-07-17,94.94,-0.181416666666664,2,4.85,12.316,3,-0.0259166666666663,0.285714285714286,0.692857142857143,1.75942857142857,0.428571428571429,-0.142857142857143,-0.142857142857143,0.142857142857143,1,-0.142857142857143
"378",2018-07-18,95.08,1.03958333333333,3,2.6,6.321,0,0.259895833333333,0.75,0.65,1.58025,0,0,0,0.5,1,-0.5
"379",2018-07-19,95.15,-1.25149841269841,3,1.65,51.677,17,-0.113772582972583,0.272727272727273,0.15,4.69790909090909,1.54545454545455,0.272727272727273,0.272727272727273,0.272727272727273,1,0.454545454545455
"380",2018-07-20,94.45,6.20714285714286,10,2.45,40.461,11,0.68968253968254,1.11111111111111,0.272222222222222,4.49566666666667,1.22222222222222,0.111111111111111,-0.333333333333333,0.111111111111111,1,0.111111111111111
"381",2018-07-23,94.67,-0.522916666666666,2,0.3,2.058,-1,-0.130729166666667,0.5,0.075,0.5145,-0.25,0,0,0,0,-0.5
"382",2018-07-24,94.61,-0.19166666666667,-1,6.15,13.781,0,-0.038333333333334,-0.2,1.23,2.7562,0,-0.2,-0.6,0.6,1,0.2
"383",2018-07-25,94.36,-3.21041666666666,8,6.25,15.723,8,-0.458630952380952,1.14285714285714,0.892857142857143,2.24614285714286,1.14285714285714,-0.428571428571429,-0.142857142857143,-0.142857142857143,1,-0.142857142857143
"384",2018-07-26,94.75,-4.12708333333333,1,3.85,14.594,-3,-0.589583333333333,0.142857142857143,0.55,2.08485714285714,-0.428571428571429,-0.142857142857143,-0.142857142857143,0.142857142857143,-0.142857142857143,-0.428571428571429
"385",2018-07-27,94.67,-4.89255952380952,4,7.1,10.745,9,-0.698937074829932,0.571428571428571,1.01428571428571,1.535,1.28571428571429,-0.428571428571429,0.142857142857143,0.428571428571429,0.714285714285714,0.142857142857143
"386",2018-07-30,94.32,-2.74409722222223,5,5.95,14.905,10,-0.548819444444445,1,1.19,2.981,2,-0.2,0.2,0.6,1,0.2
"387",2018-07-31,94.49,0.656250000000001,0,1.4,3.808,3,0.13125,0,0.28,0.7616,0.6,0.2,-0.6,0.2,0.2,-0.6
"388",2018-08-01,94.62,2.00416666666667,7,7.85,13.424,2,0.334027777777778,1.16666666666667,1.30833333333333,2.23733333333333,0.333333333333333,0,0,0,0.666666666666667,-0.333333333333333
"389",2018-08-02,95.16,-0.266666666666666,-5,1.9,6.532,-2,-0.0533333333333332,-1,0.38,1.3064,-0.4,-0.2,-0.6,0.6,0.6,-0.6
"390",2018-08-03,95.14,-5.7202380952381,-2,-3.95,1.977,-6,-1.14404761904762,-0.4,-0.79,0.3954,-1.2,-0.6,-0.6,-0.6,0.6,-1
"391",2018-08-06,95.36,-2.08333333333333,7,6.15,6.421,1,-0.347222222222222,1.16666666666667,1.025,1.07016666666667,0.166666666666667,-0.666666666666667,0,0.333333333333333,0.333333333333333,0
"392",2018-08-07,95.22,-1.36041666666667,9,6.7,10.099,12,-0.226736111111111,1.5,1.11666666666667,1.68316666666667,2,-0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333
"393",2018-08-08,95.05,1.15625,7,6.4,13.415,7,0.23125,1.4,1.28,2.683,1.4,0.2,0.2,0.2,1,0.2
"394",2018-08-09,95.5,0.178273809523809,2,3.95,6.486,3,0.0445684523809523,0.5,0.9875,1.6215,0.75,0,0,1,0,0.5
"395",2018-08-10,96.36,-5.76964285714285,-10,2.95,31.772,-17,-0.524512987012986,-0.909090909090909,0.268181818181818,2.88836363636364,-1.54545454545455,-0.636363636363636,-0.272727272727273,0.0909090909090909,0.818181818181818,-0.636363636363636
"396",2018-08-13,96.39,-6.22430555555556,-11,-4.5,15.365,-12,-0.69158950617284,-1.22222222222222,-0.5,1.70722222222222,-1.33333333333333,-0.555555555555556,-0.555555555555556,-0.333333333333333,0.555555555555556,-0.555555555555556
"397",2018-08-14,96.73,-3.72589285714286,1,0.05,8.845,-4,-0.532270408163265,0.142857142857143,0.00714285714285714,1.26357142857143,-0.571428571428571,-0.428571428571429,-0.142857142857143,0.428571428571429,0.428571428571429,-0.714285714285714
"398",2018-08-15,96.7,-3.28904285714285,-13,-10.75,3.326,-15,-0.411130357142857,-1.625,-1.34375,0.41575,-1.875,-0.5,-0.5,-0.75,0.25,-0.75
"399",2018-08-16,96.64,2.04861111111111,6,8.25,15.072,8,0.227623456790124,0.666666666666667,0.916666666666667,1.67466666666667,0.888888888888889,0.555555555555556,0.111111111111111,0.777777777777778,1,0.333333333333333
"400",2018-08-17,96.1,-1.0125,-7,-4.6,12.334,-3,-0.144642857142858,-1,-0.657142857142857,1.762,-0.428571428571429,-0.142857142857143,-1,-1,0.714285714285714,-0.714285714285714
"401",2018-08-20,95.9,1.41666666666667,-1,-2.25,6.388,2,0.141666666666667,-0.1,-0.225,0.6388,0.2,0.4,-0.4,0.2,0.2,-0.2
"402",2018-08-21,95.26,1.74097222222222,7,5.6,13.054,10,0.290162037037037,1.16666666666667,0.933333333333333,2.17566666666667,1.66666666666667,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667
"403",2018-08-22,95.15,-0.375000000000003,-7,-3.3,10.916,-1,-0.0535714285714291,-1,-0.471428571428571,1.55942857142857,-0.142857142857143,0.142857142857143,-0.428571428571429,-0.428571428571429,0.714285714285714,-0.428571428571429
"404",2018-08-23,95.67,-2.59375,-4,-0.4,13.236,-8,-0.370535714285714,-0.571428571428571,-0.0571428571428572,1.89085714285714,-1.14285714285714,-0.428571428571429,-0.428571428571429,-0.142857142857143,0.714285714285714,-0.714285714285714
"405",2018-08-24,95.15,-4.32291666666666,2,7.2,24.716,4,-0.540364583333333,0.25,0.9,3.0895,0.5,-0.5,-0.25,0.25,1,0.25
"406",2018-08-27,94.78,-0.00124523809523829,5,6.1,13.33,9,-0.000249047619047657,1,1.22,2.666,1.8,-0.2,0.2,1,1,0.2
"407",2018-08-28,94.72,-5.05,8,4.8,10.937,10,-1.01,1.6,0.96,2.1874,2,-0.6,0.6,0.2,1,1
"408",2018-08-29,94.6,-2.07083333333333,4,1.7,7.975,5,-0.414166666666667,0.8,0.34,1.595,1,-0.2,0.2,-0.2,1,0.2
"409",2018-08-30,94.72,-0.483333333333333,1,-0.8,4.75,4,-0.0966666666666666,0.2,-0.16,0.95,0.8,0.2,-0.2,-0.2,0.2,-0.2
"410",2018-08-31,95.14,-0.771577380952378,-3,-2.15,13.744,5,-0.192894345238095,-0.75,-0.5375,3.436,1.25,-0.5,-1,0,0.5,0
"411",2018-09-03,95.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",2018-09-04,95.44,2.375,2,1.35,6.045,4,0.59375,0.5,0.3375,1.51125,1,0.5,0.5,0.5,0.5,0.5
"413",2018-09-05,95.18,1.49791666666667,-3,4,15.635,4,0.187239583333333,-0.375,0.5,1.954375,0.5,0.75,0,0,0.5,0
"414",2018-09-06,95.02,0.66875,-1,0.15,9.74,4,0.13375,-0.2,0.03,1.948,0.8,0.6,-0.2,0.6,0.6,0.2
"415",2018-09-07,95.36,-4.92638888888889,0,1.25,8.69,0,-0.985277777777778,0,0.25,1.738,0,-1,-0.2,0.2,0.6,-0.2
"416",2018-09-10,95.15,-2.78333333333334,0,0.95,1.972,2,-0.927777777777779,0,0.316666666666667,0.657333333333333,0.666666666666667,-1,-0.333333333333333,-0.333333333333333,0.333333333333333,0.333333333333333
"417",2018-09-11,95.25,0.862500000000004,-4,-1.7,4.901,-2,0.172500000000001,-0.8,-0.34,0.9802,-0.4,0.2,-0.6,-0.2,0.6,-0.2
"418",2018-09-12,94.8,-0.120833333333334,2,5.5,13.651,10,-0.0241666666666668,0.4,1.1,2.7302,2,0.2,-0.2,0.6,1,0.6
"419",2018-09-13,94.52,0.481249999999996,0,0.75,7.754,5,0.120312499999999,0,0.1875,1.9385,1.25,0,-0.5,-0.5,0.5,0
"420",2018-09-14,94.93,1.73958333333333,13,8.45,16.455,10,0.434895833333333,3.25,2.1125,4.11375,2.5,0.5,1,1,1,1
"421",2018-09-17,94.5,0.647916666666667,3,-1.8,8.86,5,0.0925595238095239,0.428571428571429,-0.257142857142857,1.26571428571429,0.714285714285714,-0.142857142857143,-0.142857142857143,0.142857142857143,0.428571428571429,0.142857142857143
"422",2018-09-18,94.64,-0.305059523809524,1,5.55111512312578e-17,2.96,1,-0.076264880952381,0.25,1.38777878078145e-17,0.74,0.25,0,0,0,0.5,-0.5
"423",2018-09-19,94.54,-0.798566666666666,1,2,6.437,2,-0.199641666666666,0.25,0.5,1.60925,0.5,-0.5,-0.5,0.5,1,0
"424",2018-09-20,93.91,-0.0291666666666701,7,6.2,12.781,8,-0.00583333333333402,1.4,1.24,2.5562,1.6,-0.2,0.6,1,0.6,0.2
"425",2018-09-21,94.22,2.56230158730159,1,6.1,16.436,-5,0.427050264550265,0.166666666666667,1.01666666666667,2.73933333333333,-0.833333333333333,0.666666666666667,-0.666666666666667,0.333333333333333,0.666666666666667,-0.666666666666667
"426",2018-09-24,94.19,-0.6444,0,4.65,9.64,1,-0.1611,0,1.1625,2.41,0.25,0,-0.5,0.5,1,-0.5
"427",2018-09-25,94.13,-0.9375,1,4.65,11.412,6,-0.1875,0.2,0.93,2.2824,1.2,-0.2,-0.2,0.6,1,0.6
"428",2018-09-26,94.19,3.8125,-5,6.25,15.886,8,0.4765625,-0.625,0.78125,1.98575,1,0.5,-0.5,0.5,0.75,0.5
"429",2018-09-27,94.89,1.31160714285714,2,-0.15,12.129,5,0.187372448979592,0.285714285714286,-0.0214285714285714,1.73271428571429,0.714285714285714,0.428571428571429,0.142857142857143,-0.142857142857143,0.714285714285714,-0.142857142857143
"430",2018-09-28,95.13,-0.385416666666667,1,0.55,11.932,2,-0.0770833333333334,0.2,0.11,2.3864,0.4,-0.6,-0.2,0.2,1,-0.2
"431",2018-10-01,95.3,1.26666666666667,1,2.65,4.562,4,0.422222222222222,0.333333333333333,0.883333333333333,1.52066666666667,1.33333333333333,0.333333333333333,-0.333333333333333,1,1,0.333333333333333
"432",2018-10-02,95.51,3.49806547619048,-3,1.95,33.131,10,0.583010912698413,-0.5,0.325,5.52183333333333,1.66666666666667,1,-0.333333333333333,0.333333333333333,1,0.333333333333333
"433",2018-10-03,95.76,1.64583333333333,3,1.75,9.106,1,0.54861111111111,1,0.583333333333333,3.03533333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333
"434",2018-10-04,95.75,-0.802083333333333,0,0.55,2.396,0,-0.200520833333333,0,0.1375,0.599,0,0,-0.5,0.5,0.5,0
"435",2018-10-05,95.62,-0.36666666666667,-2,-2.05,4.097,-2,-0.0611111111111117,-0.333333333333333,-0.341666666666667,0.682833333333333,-0.333333333333333,0.333333333333333,-0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333
"436",2018-10-08,95.76,-1.39583333333333,-1,-0.4,2.195,3,-0.348958333333332,-0.25,-0.1,0.54875,0.75,-0.5,-0.5,-0.5,0,0
"437",2018-10-09,95.67,-1.46875,-6,-4,4.489,2,-0.293750000000001,-1.2,-0.8,0.8978,0.4,-0.2,-0.6,-0.6,0.6,0.2
"438",2018-10-10,95.51,0.40416666666667,6,4.1,10.049,2,0.101041666666668,1.5,1.025,2.51225,0.5,0,0.5,0,1,0
"439",2018-10-11,95.02,1.05,-10,-6.15,6.252,-4,0.15,-1.42857142857143,-0.878571428571429,0.893142857142857,-0.571428571428571,0.142857142857143,-1,-1,1,-0.714285714285714
"440",2018-10-12,95.22,1.84375,-1,1.38777878078145e-16,14.043,1,0.460937500000001,-0.25,3.46944695195361e-17,3.51075,0.25,0.5,-0.5,0,1,0
"441",2018-10-15,95.06,-0.0625,2,1.85,0.365,5,-0.0208333333333333,0.666666666666667,0.616666666666667,0.121666666666667,1.66666666666667,0.333333333333333,-0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
"442",2018-10-16,95.05,4.20833333333334,7,5.35,14.18,7,0.841666666666667,1.4,1.07,2.836,1.4,0.6,0.2,0.6,1,0.2
"443",2018-10-17,95.58,-1.3625,-5,1,13.717,1,-0.13625,-0.5,0.1,1.3717,0.1,-0.2,-0.4,0,0.2,-0.2
"444",2018-10-18,95.9,-1.96875,-4,2.9,6.218,-2,-0.39375,-0.8,0.58,1.2436,-0.4,-0.2,-0.6,0.6,0.6,-0.2
"445",2018-10-19,95.71,-4.28125,1,1.55,13.598,2,-0.85625,0.2,0.31,2.7196,0.4,-1,-0.2,-0.2,0.6,0.2
"446",2018-10-22,96.01,-3.02172619047619,-7,-0.9,2.274,-6,-0.503621031746032,-1.16666666666667,-0.15,0.379,-1,-0.333333333333333,-0.666666666666667,0,0.333333333333333,-0.666666666666667
"447",2018-10-23,95.96,0.4375,3,2.65,-1.287,3,0.4375,3,2.65,-1.287,3,1,1,1,-1,1
"448",2018-10-24,96.43,-0.29375,-1,-0.9,8.729,-2,-0.0734375,-0.25,-0.225,2.18225,-0.5,0,-0.5,0,1,-0.5
"449",2018-10-25,96.68,-2.47083333333333,-1,2.6,4.134,1,-0.823611111111111,-0.333333333333333,0.866666666666667,1.378,0.333333333333333,-1,-0.333333333333333,0.333333333333333,0.333333333333333,-0.333333333333333
